symbol,name,reportDate,fiscalDateEnding,estimate,currency
MGROF,MGROF,2025-11-25,2025-09-30,-0.04,USD
MGTI,MGTI,2025-11-14,2025-09-30,0,USD
MGTX,MeiraGTx Holdings plc,2025-11-06,2025-09-30,-0.495,USD
MGX,Metagenomi Inc,2025-11-12,2025-09-30,-0.8,USD
MGY,Magnolia Oil & Gas Corp - Class A,2025-10-29,2025-09-30,0.4189,USD
MGYOY,MGYOY,2025-11-07,2025-09-30,0.2156,USD
MGYR,Magyar Bancorp Inc,2025-10-29,2025-09-30,,USD
MH,McGraw Hill Inc,2025-11-13,2025-09-30,,USD
MHCUF,MHCUF,2025-11-12,2025-09-30,,USD
MHGU,MHGU,2025-10-09,2025-09-30,0.46,USD
MHGVY,MHGVY,2025-11-05,2025-09-30,0.26,USD
MHH,Mastech Digital Inc,2025-11-12,2025-09-30,0.17,USD
MHIFF,MHIFF,2025-11-27,2025-09-30,,USD
MHIVF,MHIVF,2025-11-13,2025-09-30,,USD
MHK,Mohawk Industries Inc,2025-10-30,2025-09-30,2.65,USD
MHO,MI Homes Inc,2025-10-29,2025-09-30,4.37,USD
MHPSY,MHPSY,2025-09-16,2025-06-30,,USD
MHTCF,MHTCF,2025-09-09,2025-07-31,15.87,USD
MHUA,Meihua International Medical Technologies Co Ltd,2025-09-18,2025-06-30,,USD
MHUBF,MHUBF,2025-09-18,2025-07-31,,USD
MHVIY,MHVIY,2025-11-02,2025-09-30,,USD
MHVYF,MHVYF,2025-11-04,2025-09-30,15.4,USD
MIAPF,MIAPF,2025-11-11,2025-09-30,,USD
MICLD,MICLD,2025-10-23,2025-09-30,1.47,USD
MICLF,MICLF,2025-10-23,2025-09-30,,USD
MIDD,Middleby Corp,2025-11-05,2025-09-30,2.1,USD
MIDLF,MIDLF,2025-12-04,2025-09-30,,USD
MIELF,MIELF,2025-10-30,2025-09-30,39.84,USD
MIELY,MIELY,2025-10-30,2025-09-30,0.5379,USD
MIESF,MIESF,2025-11-12,2025-09-30,,USD
MIESY,MIESY,2025-11-10,2025-09-30,,USD
MILGF,MILGF,2025-10-31,2025-09-30,,USD
MIMDF,MIMDF,2025-11-27,2025-09-30,,USD
MIMTF,MIMTF,2025-11-13,2025-09-30,56.75,USD
MINBY,MINBY,2025-11-04,2025-09-30,,USD
MINOF,MINOF,2025-11-07,2025-09-30,0.52,USD
MINXF,MINXF,2025-10-15,2025-07-31,,USD
MIOFF,MIOFF,2025-11-14,2025-09-30,,USD
MIPCF,MIPCF,2025-11-10,2025-09-30,,USD
MIR,Mirion Technologies Inc - Class A,2025-11-04,2025-09-30,0.0993,USD
MIRA,Mira Pharmaceuticals Inc,2025-12-03,2025-09-30,-0.09,USD
MIRM,Mirum Pharmaceuticals Inc,2025-11-12,2025-09-30,-0.1771,USD
MIRXF,MIRXF,2025-11-27,2025-09-30,,USD
MIST,Milestone Pharmaceuticals Inc,2025-11-12,2025-09-30,-0.1675,USD
MISVF,MISVF,2025-11-12,2025-09-30,,USD
MITCF,MITCF,2025-11-11,2025-09-30,,USD
MITEF,MITEF,2025-11-06,2025-09-30,29.8,USD
MITEY,MITEY,2025-11-06,2025-09-30,0.1932,USD
MITFF,MITFF,2025-11-20,2025-09-30,,USD
MITFY,MITFY,2025-11-20,2025-09-30,,USD
MITK,Mitek Systems Inc,2025-11-06,2025-09-30,0.1717,USD
MITNF,MITNF,2025-11-18,2025-09-30,,USD
MITQ,Moving iMage Technologies Inc,2025-09-25,2025-06-30,,USD
MITSF,MITSF,2025-10-30,2025-09-30,47.76,USD
MITSY,MITSY,2025-10-30,2025-09-30,8.89,USD
MITT,AG Mortgage Investment Trust Inc,2025-11-11,2025-09-30,0.2529,USD
MITUF,MITUF,2025-11-11,2025-09-30,93.88,USD
MITUY,MITUY,2025-11-04,2025-09-30,,USD
MIUFF,MIUFF,2025-11-13,2025-09-30,,USD
MIUFY,MIUFY,2025-11-12,2025-09-30,,USD
MIXIF,MIXIF,2025-10-31,2025-09-30,,USD
MJDLF,MJDLF,2025-09-08,2025-07-31,0.18,USD
MJDLF,MJDLF,2025-12-03,2025-10-31,,USD
MJGCF,MJGCF,2025-11-28,2025-09-30,,USD
MJPNF,MJPNF,2025-11-11,2025-09-30,,USD
MKC,McCormick & Co. Inc (Non Voting),2025-10-07,2025-08-31,0.8212,USD
MKDTY,MKDTY,2025-12-03,2025-09-30,0,USD
MKEAF,MKEAF,2025-10-02,2025-09-30,,USD
MKEWF,MKEWF,2025-10-31,2025-09-30,67.88,USD
MKGAF,MKGAF,2025-11-13,2025-09-30,2.15,USD
MKKGY,MKKGY,2025-11-13,2025-09-30,0.4874,USD
MKKOF,MKKOF,2025-10-31,2025-09-30,0.24,USD
MKL,Markel Group Inc,2025-10-29,2025-09-30,22.4,USD
MKMLF,MKMLF,2025-10-29,2025-09-30,,USD
MKNGF,MKNGF,2025-11-27,2025-09-30,,USD
MKSEF,MKSEF,2025-12-04,2025-09-30,,USD
MKSI,MKS Instruments Inc,2025-11-05,2025-09-30,1.83,USD
MKTAY,MKTAY,2025-10-31,2025-09-30,0.4719,USD
MKTX,MarketAxess Holdings Inc,2025-11-05,2025-09-30,1.8,USD
MLAB,Mesa Laboratories Inc,2025-11-06,2025-09-30,2.3,USD
MLCO,Melco Resorts & Entertainment Ltd,2025-11-11,2025-09-30,0.1376,USD
MLEC,Moolec Science SA,2025-10-27,2025-09-30,-0.7,USD
MLFNF,MLFNF,2025-11-13,2025-09-30,0.5,USD
MLI,Mueller Industries Inc,2025-10-21,2025-09-30,1.99,USD
MLKN,MillerKnoll Inc,2025-09-23,2025-08-31,0.34,USD
MLLGF,MLLGF,2025-10-23,2025-09-30,0.38,USD
MLLOF,MLLOF,2025-11-27,2025-09-30,,USD
MLM,Martin Marietta Materials Inc,2025-10-28,2025-09-30,6.64,USD
MLNK,MeridianLink Inc,2025-10-29,2025-09-30,0.096,USD
MLPKF,MLPKF,2025-11-13,2025-09-30,0.09,USD
MLR,Miller Industries Inc,2025-11-05,2025-09-30,0.8,USD
MLSS,Milestone Scientific Inc,2025-11-12,2025-09-30,-0.01,USD
MLTX,MoonLake Immunotherapeutics - Class A,2025-11-18,2025-09-30,-0.8505,USD
MLXSF,MLXSF,2025-10-29,2025-09-30,0.76,USD
MLYBY,MLYBY,2025-11-21,2025-09-30,,USD
MLYNF,MLYNF,2025-11-21,2025-09-30,0.2,USD
MLYS,Mineralys Therapeutics Inc,2025-11-11,2025-09-30,-0.65,USD
MMC,Marsh & McLennan Cos. Inc,2025-10-23,2025-09-30,1.8,USD
MMDDF,MMDDF,2025-09-16,2025-06-30,,USD
MMI,Marcus & Millichap Inc,2025-11-07,2025-09-30,-0.04,USD
MMIRF,MMIRF,2025-11-27,2025-10-31,,USD
MMLP,Martin Midstream Partners LP,2025-10-15,2025-09-30,-0.02,USD
MMM,3M Company,2025-10-21,2025-09-30,2.06,USD
MMMRF,MMMRF,2025-09-29,2025-07-31,,USD
MMNGF,MMNGF,2025-11-27,2025-10-31,,USD
MMNNF,MMNNF,2025-10-24,2025-09-30,1.43,USD
MMRGF,MMRGF,2025-10-01,2025-07-31,,CAD
MMS,Maximus Inc,2025-11-19,2025-09-30,1.67,USD
MMSI,Merit Medical Systems Inc,2025-10-23,2025-09-30,0.826,USD
MMSMY,MMSMY,2025-11-06,2025-09-30,,USD
MMTHF,MMTHF,2025-09-17,2025-06-30,,USD
MMTMF,MMTMF,2025-09-30,2025-06-30,,USD
MMTOF,MMTOF,2025-10-30,2025-09-30,18.21,USD
MMYT,MakeMyTrip Ltd,2025-11-04,2025-09-30,0.26,USD
MNARF,MNARF,2025-10-28,2025-09-30,,USD
MNDDF,MNDDF,2025-11-13,2025-09-30,,USD
MNDJF,MNDJF,2025-11-05,2025-09-30,0.24,USD
MNDO,Mind C.T.I Ltd,2025-11-04,2025-09-30,,USD
MNDY,Monday.Com Ltd,2025-11-10,2025-09-30,0.88,USD
MNGGF,MNGGF,2025-11-18,2025-09-30,,USD
MNHFF,MNHFF,2025-11-04,2025-09-30,,EUR
MNHVF,MNHVF,2025-11-05,2025-09-30,0.14,USD
MNICF,MNICF,2025-10-08,2025-08-31,14.44,USD
MNKD,Mannkind Corp,2025-11-11,2025-09-30,0.0513,USD
MNLCF,MNLCF,2025-11-04,2025-09-30,,USD
MNLXF,MNLXF,2025-11-24,2025-09-30,,USD
MNMB,MNMB,2025-10-28,2025-09-30,,USD
MNMD,Mind Medicine Inc,2025-11-12,2025-09-30,-0.39,USD
MNNLF,MNNLF,2025-11-14,2025-09-30,,USD
MNOV,Medicinova Inc,2025-11-12,2025-09-30,-17.68,USD
MNQFF,MNQFF,2025-11-04,2025-09-30,,USD
MNR,Mach Natural Resources LP,2025-12-04,2025-09-30,0.88,USD
MNRO,Monro Inc,2025-10-22,2025-09-30,0.176,USD
MNSAF,MNSAF,2025-11-13,2025-09-30,0.06,USD
MNSB,MainStreet Bancshares Inc,2025-10-28,2025-09-30,0.53,USD
MNSBP,MainStreet Bancshares Inc,2025-10-27,2025-09-30,,USD
MNSO,MINISO Group Holding Ltd,2025-11-28,2025-09-30,2.22,USD
MNST,Monster Beverage Corp,2025-10-30,2025-09-30,0.4814,USD
MNTK,Montauk Renewables Inc,2025-11-18,2025-09-30,0.0112,USD
MNTN,MNTN Inc - Class A,2025-11-04,2025-09-30,0.08,USD
MNUFF,MNUFF,2025-11-04,2025-09-30,,USD
MNXBF,MNXBF,2025-10-27,2025-09-30,,USD
MNXXF,MNXXF,2025-11-27,2025-09-30,,USD
MNY,MoneyHero Ltd - Class A,2025-09-18,2025-06-30,-0.02,USD
MNYFF,MNYFF,2025-10-15,2025-08-31,-11.31,USD
MO,Altria Group Inc,2025-10-30,2025-09-30,1.45,USD
MOD,Modine Manufacturing Company,2025-11-04,2025-09-30,1.03,USD
MODD,Modular Medical Inc,2025-12-03,2025-09-30,-0.1,USD
MODG,Topgolf Callaway Brands Corp,2025-11-10,2025-09-30,-0.22,USD
MODV,ModivCare Inc,2025-10-30,2025-09-30,-0.91,USD
MODVF,MODVF,2025-11-06,2025-09-30,,USD
MOFG,MidWestOne Financial Group Inc,2025-10-23,2025-09-30,0.85,USD
MOG-A,Moog Inc - Class A,2025-10-31,2025-09-30,2.22,USD
MOG-B,Moog Inc - Class B,2025-10-31,2025-09-30,2.33,USD
MOGU,MOGU Inc,2025-11-20,2025-09-30,,USD
MOH,Molina Healthcare Inc,2025-10-22,2025-09-30,4.17,USD
MOHCF,MOHCF,2025-11-19,2025-09-30,1.3,USD
MOJO,MOJO,2025-10-30,2025-09-30,,USD
MOLFF,MOLFF,2025-11-07,2025-09-30,165.51,USD
MOLN,Molecular Partners AG,2025-10-30,2025-09-30,-0.5116,USD
MOMO,Hello Group Inc,2025-09-09,2025-06-30,2.07,USD
MOMO,Hello Group Inc,2025-12-04,2025-09-30,1.8,USD
MONDQ,Mondee Holdings Inc - Class A,2025-11-18,2025-09-30,-0.17,USD
MONOY,MONOY,2025-10-29,2025-09-30,,USD
MONSF,MONSF,2025-11-04,2025-09-30,,USD
MONTF,MONTF,2025-11-25,2025-09-30,,USD
MOPHY,MOPHY,2025-11-19,2025-09-30,,AUD
MORN,Morningstar Inc,2025-10-22,2025-09-30,2.33,USD
MOS,Mosaic Company,2025-11-11,2025-09-30,1.11,USD
MOV,Movado Group Inc,2025-12-02,2025-10-31,0.622,USD
MP,MP Materials Corporation,2025-11-06,2025-09-30,-0.16,USD
MPAA,Motorcar Parts of America Inc,2025-11-18,2025-09-30,0.5,USD
MPB,Mid Penn Bancorp Inc,2025-10-22,2025-09-30,0.71,USD
MPC,Marathon Petroleum Corp,2025-11-04,2025-09-30,3.04,USD
MPCMF,MPCMF,2025-10-23,2025-09-30,0.02,SGD
MPFRF,MPFRF,2025-10-31,2025-09-30,0.09,USD
MPHYF,MPHYF,2025-09-29,2025-06-30,,USD
MPLX,MPLX LP,2025-11-04,2025-09-30,1.11,USD
MPNGF,MPNGF,2025-11-27,2025-09-30,-1.67,USD
MPNGY,MPNGY,2025-11-21,2025-09-30,0.4178,USD
MPTI,M-tron Industries Inc,2025-11-18,2025-09-30,0.64,USD
MPU,Mega Matrix Inc - Class A,2025-11-13,2025-09-30,0,USD
MPVDF,MPVDF,2025-11-05,2025-09-30,0,USD
MPW,Medical Properties Trust Inc,2025-10-23,2025-09-30,0.0109,USD
MPWR,Monolithic Power System Inc,2025-10-30,2025-09-30,4.62,USD
MPX,Marine Products Corp,2025-10-30,2025-09-30,0.1,USD
MPZAF,MPZAF,2025-10-22,2025-09-30,1.59,USD
MPZAY,MPZAY,2025-10-22,2025-09-30,,USD
MPZZF,MPZZF,2025-11-27,2025-09-30,0.1,USD
MQ,Marqeta Inc - Class A,2025-11-05,2025-09-30,-0.0328,USD
MQBKY,MQBKY,2025-11-06,2025-09-30,,USD
MQMIF,MQMIF,2025-09-18,2025-07-31,,USD
MRAAF,MRAAF,2025-10-31,2025-09-30,40.21,USD
MRAAY,MRAAY,2025-10-31,2025-09-30,,USD
MRAI,Marpai Inc Class A,2025-11-11,2025-09-30,-0.09,USD
MRAM,Everspin Technologies Inc,2025-11-06,2025-09-30,-0.01,USD
MRBK,Meridian Corp,2025-10-24,2025-09-30,0.5,USD
MRC,MRC Global Inc,2025-11-11,2025-09-30,0.32,USD
MRCBF,MRCBF,2025-11-05,2025-09-30,,USD
MRCC,Monroe Capital Corp,2025-11-05,2025-09-30,0.205,USD
MRCIF,MRCIF,2025-11-05,2025-09-30,,USD
MRCY,Mercury Systems Inc,2025-11-04,2025-09-30,0.09,USD
MREO,Mereo Biopharma Group Plc,2025-11-18,2025-09-30,0.0133,USD
MRETF,MRETF,2025-11-14,2025-09-30,0.44,USD
MRHLF,MRHLF,2025-11-13,2025-09-30,,USD
MRIVF,MRIVF,2025-10-17,2025-09-30,,USD
MRK,Merck & Co Inc,2025-10-30,2025-09-30,2.37,USD
MRLWF,MRLWF,2025-12-04,2025-09-30,,USD
MRMD,MRMD,2025-11-05,2025-09-30,-0.01,USD
MRNA,Moderna Inc,2025-10-30,2025-09-30,-2.05,USD
MRP,Millrose Properties Inc Class A,2025-11-12,2025-09-30,0.66,USD
MRPLY,MRPLY,2025-11-19,2025-09-30,,USD
MRPRF,MRPRF,2025-11-13,2025-09-30,0.14,USD
MRRDF,MRRDF,2025-11-13,2025-09-30,-0.01,USD
MRRTY,MRRTY,2025-11-13,2025-09-30,,USD
MRSN,Mersana Therapeutics Inc,2025-11-11,2025-09-30,-0.1434,USD
MRTMD,MRTMD,2025-11-14,2025-09-30,,USD
MRTMF,MRTMF,2025-11-14,2025-09-30,,USD
MRTN,Marten Transport Ltd,2025-10-16,2025-09-30,0.07,USD
MRTPY,MRTPY,2025-12-01,2025-09-30,,USD
MRUS,Merus N.V,2025-10-30,2025-09-30,-1.38,USD
MRVI,Maravai LifeSciences Holdings Inc - Class A,2025-11-05,2025-09-30,-0.0787,USD
MRVL,Marvell Technology Inc,2025-12-04,2025-10-31,0.73,USD
MRX,Marex Group Plc,2025-11-06,2025-09-30,0.9012,USD
MRZLF,MRZLF,2025-10-28,2025-09-30,,USD
MS,Morgan Stanley,2025-10-15,2025-09-30,2.06,USD
MS-PA,MS-PA,2025-10-15,2025-09-30,,USD
MS-PE,MS-PE,2025-10-15,2025-09-30,,USD
MS-PF,MS-PF,2025-10-15,2025-09-30,,USD
MS-PI,MS-PI,2025-10-15,2025-09-30,,USD
MS-PK,MS-PK,2025-10-15,2025-09-30,,USD
MS-PL,MS-PL,2025-10-15,2025-09-30,,USD
MS-PO,MS-PO,2025-10-15,2025-09-30,,USD
MS-PP,MS-PP,2025-10-15,2025-09-30,,USD
MSA,MSA Safety Inc,2025-10-22,2025-09-30,1.89,USD
MSADF,MSADF,2025-11-19,2025-09-30,,USD
MSADY,MSADY,2025-11-17,2025-09-30,,USD
MSBHF,MSBHF,2025-10-31,2025-09-30,64.77,USD
MSBI,Midland States Bancorp Inc,2025-10-23,2025-09-30,0.64,USD
MSC,Studio City International Holdings Ltd,2025-10-31,2025-09-30,,USD
MSCI,MSCI Inc,2025-10-28,2025-09-30,4.37,USD
MSCLF,MSCLF,2025-11-12,2025-09-30,-0.04,USD
MSDL,Morgan Stanley Direct Lending Fund,2025-11-06,2025-09-30,0.52,USD
MSEX,Middlesex Water Company,2025-10-31,2025-09-30,0.875,USD
MSFT,Microsoft Corporation,2025-10-29,2025-09-30,3.66,USD
MSGE,Madison Square Garden Entertainment Corp - Class A,2025-11-06,2025-09-30,-0.59,USD
MSGM,Motorsport Games Inc - Class A,2025-11-13,2025-09-30,,USD
MSGS,Madison Square Garden Sports Corp - Class A,2025-10-30,2025-09-30,-0.75,USD
MSHHF,MSHHF,2025-10-21,2025-09-30,,EUR
MSHXF,MSHXF,2025-11-05,2025-09-30,,USD
MSI,Motorola Solutions Inc,2025-11-06,2025-09-30,3.85,USD
MSLOF,MSLOF,2025-11-04,2025-09-30,367,USD
MSLOY,MSLOY,2025-10-28,2025-09-30,,USD
MSLVF,MSLVF,2025-10-30,2025-08-31,,USD
MSM,MSC Industrial Direct Co. Inc - Class A,2025-10-23,2025-08-31,1.01,USD
MSMGF,MSMGF,2025-11-27,2025-09-30,,USD
MSMKF,MSMKF,2025-11-13,2025-09-30,33.82,USD
MSSMY,MSSMY,2025-10-23,2025-09-30,,USD
MSTEP,MSTEP,2025-10-28,2025-09-30,,USD
MSTR,Microstrategy Inc - Class A,2025-10-30,2025-09-30,30.24,USD
MSTXF,MSTXF,2025-10-30,2025-08-31,,USD
MSUXF,MSUXF,2025-10-31,2025-09-30,,USD
MT,ArcelorMittal,2025-11-06,2025-09-30,0.6,USD
MTA,Metalla Royalty and Streaming Ltd,2025-11-12,2025-09-30,0.0067,USD
MTAL,Metals Acquisition Ltd,2025-10-22,2025-09-30,0.277,USD
MTB,M & T Bank Corp,2025-10-16,2025-09-30,4.39,USD
MTB-PH,MTB-PH,2025-10-16,2025-09-30,,USD
MTB-PJ,MTB-PJ,2025-10-16,2025-09-30,,USD
MTCH,Match Group Inc - New,2025-11-04,2025-09-30,0.91,USD
MTD,Mettler-Toledo International Inc,2025-11-06,2025-09-30,10.67,USD
MTDR,Matador Resources Company,2025-10-28,2025-09-30,1.42,USD
MTG,MGIC Investment Corp,2025-11-03,2025-09-30,0.74,USD
MTH,Meritage Homes Corp,2025-10-28,2025-09-30,1.72,USD
MTHRF,MTHRF,2025-11-05,2025-09-30,13.86,USD
MTHRY,MTHRY,2025-10-28,2025-09-30,,USD
MTLFF,MTLFF,2025-11-20,2025-09-30,,USD
MTLHF,MTLHF,2025-10-30,2025-09-30,5.98,USD
MTLRF,MTLRF,2025-11-20,2025-09-30,,USD
MTLS,Materialise Nv,2025-10-23,2025-09-30,0.01,USD
MTN,Vail Resorts Inc,2025-09-25,2025-07-31,-4.77,USD
MTN,Vail Resorts Inc,2025-12-04,2025-10-31,-5.04,USD
MTNOY,MTNOY,2025-10-30,2025-09-30,0,USD
MTPOF,MTPOF,2025-10-29,2025-09-30,,USD
MTPOY,MTPOY,2025-10-27,2025-09-30,,PHP
MTPTF,MTPTF,2025-11-25,2025-09-30,,USD
MTQCF,MTQCF,2025-10-28,2025-09-30,,USD
MTRAF,MTRAF,2025-11-19,2025-09-30,1.13,USD
MTRN,Materion Corp,2025-10-28,2025-09-30,1.2,USD
MTRX,Matrix Service Company,2025-09-09,2025-06-30,0.325,USD
MTRX,Matrix Service Company,2025-11-05,2025-09-30,0.02,USD
MTSEF,MTSEF,2025-10-29,2025-09-30,,USD
MTSFF,MTSFF,2025-11-07,2025-09-30,10.69,USD
MTSFY,MTSFY,2025-11-07,2025-09-30,,USD
MTSI,MACOM Technology Solutions Holdings Inc,2025-11-06,2025-09-30,0.93,USD
MTSUY,MTSUY,2025-10-31,2025-09-30,,USD
MTTCF,MTTCF,2025-11-26,2025-09-30,0,USD
MTTRF,MTTRF,2025-11-12,2025-09-30,0.14,USD
MTUAF,MTUAF,2025-10-23,2025-09-30,4.19,USD
MTUS,TimkenSteel Corp,2025-10-30,2025-09-30,0.1975,USD
MTW,Manitowoc Co. Inc,2025-10-29,2025-09-30,0.03,USD
MTX,Minerals Technologies Inc,2025-10-30,2025-09-30,1.48,USD
MTYFF,MTYFF,2025-10-10,2025-08-31,1.24,USD
MTZ,Mastec Inc,2025-10-30,2025-09-30,2.29,USD
MU,Micron Technology Inc,2025-09-23,2025-08-31,2.85,USD
MUFG,Mitsubishi UFJ Financial Group Inc,2025-11-13,2025-09-30,0.26,USD
MUNMF,MUNMF,2025-11-27,2025-09-30,,USD
MUR,Murphy Oil Corp,2025-11-06,2025-09-30,0.12,USD
MURA,Mural Oncology plc,2025-11-12,2025-09-30,-0.3,USD
MURCF,MURCF,2025-11-27,2025-09-30,,USD
MURGF,MURGF,2025-11-11,2025-09-30,12.56,EUR
MURGY,MURGY,2025-11-11,2025-09-30,0.2854,EUR
MURMD,MURMD,2025-10-22,2025-09-30,,USD
MURMF,MURMF,2025-10-22,2025-09-30,,CAD
MURSF,MURSF,2025-09-09,2025-06-30,,USD
MUSA,Murphy USA Inc,2025-10-29,2025-09-30,7.27,USD
MUX,McEwen Mining Inc,2025-11-05,2025-09-30,0.1633,USD
MVBF,MVB Financial Corp,2025-11-03,2025-09-30,0.2767,USD
MVIS,Microvision Inc,2025-10-23,2025-09-30,-0.0627,USD
MVLY,MVLY,2025-10-28,2025-09-30,,USD
MVST,Microvast Holdings Inc,2025-11-18,2025-09-30,0.015,USD
MWA,Mueller Water Products Inc - Series A,2025-11-06,2025-09-30,0.34,USD
MWCAF,MWCAF,2025-11-25,2025-09-30,,USD
MWSNF,MWSNF,2025-09-25,2025-08-31,-0.01,USD
MWTCF,MWTCF,2025-11-12,2025-09-30,,USD
MX,MagnaChip Semiconductor Corp,2025-10-30,2025-09-30,-0.095,USD
MXCHF,MXCHF,2025-10-22,2025-09-30,,USD
MXCT,MaxCyte Inc,2025-11-05,2025-09-30,-0.1,USD
MXGBF,MXGBF,2025-11-06,2025-09-30,,USD
MXGFF,MXGFF,2025-11-06,2025-09-30,,USD
MXL,MaxLinear Inc,2025-10-22,2025-09-30,0.12,USD
MXLGF,MXLGF,2025-11-25,2025-09-30,,USD
MXROF,MXROF,2025-11-28,2025-09-30,,USD
MYBUF,MYBUF,2025-09-15,2025-06-30,,USD
MYCOF,MYCOF,2025-11-18,2025-09-30,0,USD
MYE,Myers Industries Inc,2025-10-30,2025-09-30,0.24,USD
MYFW,First Western Financial Inc,2025-10-23,2025-09-30,0.36,USD
MYGN,Myriad Genetics Inc,2025-11-04,2025-09-30,-0.0116,USD
MYIDF,MYIDF,2025-11-13,2025-09-30,,USD
MYND,Mynd.ai Inc,2025-11-18,2025-09-30,0,USD
MYNZ,Mainz Biomed N.V.,2025-11-13,2025-09-30,-2,USD
MYO,Myomo Inc,2025-11-05,2025-09-30,-0.094,USD
MYPS,PLAYSTUDIOS Inc - Class A,2025-11-05,2025-09-30,-0.011,USD
MYRG,MYR Group Inc,2025-10-22,2025-09-30,1.98,USD
MYTAY,MYTAY,2025-11-12,2025-09-30,,USD
MYTE,MYTE,2025-09-11,2025-06-30,0.0367,USD
MYTE,MYTE,2025-11-05,2025-09-30,0.03,USD
MYTEF,MYTEF,2025-11-26,2025-09-30,0.11,USD
MYTHF,MYTHF,2025-09-09,2025-06-30,,USD
MYTHF,MYTHF,2025-11-06,2025-09-30,,USD
MYTHY,MYTHY,2025-11-06,2025-09-30,,USD
MZDAF,MZDAF,2025-11-06,2025-09-30,43.59,USD
MZDAY,MZDAY,2025-11-04,2025-09-30,,USD
MZHOF,MZHOF,2025-11-13,2025-09-30,70.51,USD
MZTFF,MZTFF,2025-11-20,2025-09-30,,USD
NABL,N-able Inc,2025-11-06,2025-09-30,0.0943,USD
NABZY,NABZY,2025-11-06,2025-09-30,,AUD
NACB,NACB,2025-10-22,2025-09-30,0,USD
NAII,Natural Alternatives International Inc,2025-09-29,2025-06-30,,USD
NAK,Northern Dynasty Minerals Ltd,2025-11-13,2025-09-30,0,USD
NAMS,NewAmsterdam Pharma Company NV,2025-11-17,2025-09-30,-0.4033,USD
NAPRF,NAPRF,2025-11-24,2025-09-30,,USD
NAT,Nordic American Tankers Ltd,2025-11-28,2025-09-30,0.02,USD
NATH,Nathan`s Famous Inc,2025-11-06,2025-09-30,,USD
NATL,NCR Atleos Corp,2025-11-18,2025-09-30,0,USD
NATR,Nature`s Sunshine Products Inc,2025-10-30,2025-09-30,0.1903,USD
NAUBF,NAUBF,2025-11-06,2025-09-30,,AUD
NAUFF,NAUFF,2025-11-27,2025-09-30,,USD
NAUT,Nautilus Biotechnology Inc,2025-11-04,2025-09-30,-0.15,USD
NAVB,NAVB,2025-11-10,2025-09-30,0,USD
NAVI,Navient Corp,2025-10-29,2025-09-30,0.21,USD
NBBK,NB Bancorp Inc,2025-10-29,2025-09-30,0.42,USD
NBCDF,NBCDF,2025-12-03,2025-10-31,,USD
NBGIF,NBGIF,2025-11-06,2025-09-30,0.34,USD
NBHC,National Bank Holdings Corp - Class A,2025-10-21,2025-09-30,0.85,USD
NBIAY,NBIAY,2025-11-04,2025-09-30,,USD
NBIS,Nebius Group N.V. - Class A,2025-11-06,2025-09-30,-0.42,USD
NBIX,Neurocrine Biosciences Inc,2025-10-30,2025-09-30,2.09,USD
NBKCF,NBKCF,2025-12-03,2025-10-31,,USD
NBMFF,NBMFF,2025-10-30,2025-08-31,,USD
NBN,Northeast Bank,2025-10-28,2025-09-30,2.65,USD
NBNKF,NBNKF,2025-10-16,2025-09-30,0.33,USD
NBPVF,NBPVF,2025-09-23,2025-06-30,,USD
NBR,Nabors Industries Ltd,2025-10-28,2025-09-30,-1.26,USD
NBRFF,NBRFF,2025-09-30,2025-07-31,,USD
NBTB,NBT Bancorp. Inc,2025-11-03,2025-09-30,0.98,USD
NBTRF,NBTRF,2025-11-25,2025-09-30,,USD
NBTX,Nanobiotix,2025-09-17,2025-06-30,-0.3529,USD
NBTX,Nanobiotix,2025-11-18,2025-09-30,0,USD
NBVAF,NBVAF,2025-10-01,2025-07-31,,USD
NBYCF,NBYCF,2025-11-27,2025-09-30,,USD
NC,Nacco Industries Inc - Class A,2025-11-05,2025-09-30,0,USD
NCAUF,NCAUF,2025-11-20,2025-09-30,,USD
NCBDF,NCBDF,2025-11-06,2025-09-30,60.28,USD
NCBDY,NCBDY,2025-11-03,2025-09-30,,USD
NCCBF,NCCBF,2025-10-23,2025-09-30,4.9,USD
NCDL,Nuveen Churchill Direct Lending Corp,2025-11-06,2025-09-30,0.48,USD
NCFFF,NCFFF,2025-09-15,2025-07-31,,USD
NCHEY,NCHEY,2025-11-03,2025-09-30,,USD
NCHNF,NCHNF,2025-11-04,2025-09-30,,USD
NCLH,Norwegian Cruise Line Holdings Ltd,2025-10-29,2025-09-30,1.16,USD
NCLLF,NCLLF,2025-10-07,2025-09-30,,USD
NCLTF,NCLTF,2025-11-06,2025-09-30,119.27,USD
NCLTY,NCLTY,2025-11-04,2025-09-30,,USD
NCNO,Ncino Inc,2025-11-26,2025-10-31,0.194,USD
NCPCF,NCPCF,2025-11-05,2025-09-30,,USD
NCPL,Netcapital Inc,2025-09-15,2025-07-31,,USD
NCSM,NCS Multistage Holdings Inc,2025-11-03,2025-09-30,1.1,USD
NCSYF,NCSYF,2025-11-13,2025-09-30,3.15,USD
NCT,Intercont (Cayman) Ltd,2025-09-16,2025-06-30,,USD
NCTKF,NCTKF,2025-10-29,2025-09-30,,USD
NCTKY,NCTKY,2025-10-29,2025-09-30,,USD
NDAQ,Nasdaq Inc - 144A,2025-10-23,2025-09-30,0.83,USD
NDCVF,NDCVF,2025-10-29,2025-09-30,0.61,USD
