timestamp,open,high,low,close,volume
2025-06-30,290.9300,294.8100,290.0000,294.7800,3495386
2025-06-27,292.9700,293.1200,288.5200,289.7000,3562501
2025-06-26,291.8000,292.9100,290.1650,291.9300,3621110
2025-06-25,294.4900,296.1600,289.5000,291.0600,3862309
2025-06-24,290.4600,294.3399,288.4100,293.7900,4219120
2025-06-23,281.6500,289.5800,280.2100,289.1800,3786159
2025-06-20,279.2800,284.1200,277.2000,280.9700,7676962
2025-06-18,285.0000,286.9100,282.9400,283.2100,3534110
2025-06-17,281.1500,284.7899,281.0001,283.0500,3069556
2025-06-16,279.3050,284.5000,278.6657,281.8300,3685321
2025-06-13,278.2050,279.8400,275.8300,277.2200,3243824
2025-06-12,281.5300,283.0600,279.8300,281.0300,3418007
2025-06-11,276.7000,281.7500,275.1100,281.5200,4656034
2025-06-10,273.1900,277.4700,272.5600,276.2400,5163507
2025-06-09,268.1000,273.4700,266.7100,272.0800,4331464
2025-06-06,267.9900,270.1700,267.5300,268.8700,2495543
2025-06-05,265.2000,267.5100,265.1000,266.8600,2659478
2025-06-04,264.9000,267.0000,264.7900,265.5200,2588741
2025-06-03,263.3500,265.5600,262.5800,265.2000,2494922
2025-06-02,257.8500,263.9760,257.2200,263.9000,2831881
2025-05-30,258.7500,260.1200,257.1000,259.0600,9668923
2025-05-29,260.7500,261.1300,256.7700,258.6900,2295228
2025-05-28,263.1600,265.0000,259.9400,260.2400,2318437
2025-05-27,261.0000,263.7869,259.6300,263.2300,3284216
2025-05-23,258.5800,259.8696,255.7900,258.6300,2722721
2025-05-22,260.7700,261.2711,257.9100,258.3700,3091253
2025-05-21,264.9700,265.6499,260.4100,260.8700,3753904
2025-05-20,267.4000,269.2800,265.6201,266.9500,2437860
2025-05-19,265.4500,269.1350,265.0800,268.4100,3198903
2025-05-16,266.3500,267.9800,264.5900,266.7600,3817937
2025-05-15,259.0100,267.4300,258.6100,266.6800,4856276
2025-05-14,257.6000,260.5500,256.2200,257.8200,3635124
2025-05-13,254.4300,259.5800,252.8800,258.5900,3521389
2025-05-12,252.5000,253.8100,244.6500,253.6900,4609520
2025-05-09,252.5100,253.0000,247.6400,249.2000,2901346
2025-05-08,255.0000,256.5200,253.2500,254.1400,3637012
2025-05-07,249.4500,254.4700,248.8320,253.3700,3400001
2025-05-06,247.7600,250.1900,246.1100,249.1200,2900556
2025-05-05,243.7400,249.8000,243.6400,249.1800,4138168
2025-05-02,243.1250,245.6900,241.3300,245.5500,3731946
2025-05-01,241.4400,242.3700,237.9450,239.6600,4243294
2025-04-30,236.7300,242.4700,234.3401,241.8200,5142993
2025-04-29,237.0000,239.9800,236.1400,239.3900,3426508
2025-04-28,232.8600,236.6300,232.0700,236.1600,3653461
2025-04-25,228.9500,233.3600,226.3200,232.4100,6700068
2025-04-24,231.1750,232.7800,224.4401,229.3300,15428144
2025-04-23,246.0000,249.3400,243.6600,245.4800,7948259
2025-04-22,238.5000,242.6400,238.0200,240.9000,4232658
2025-04-21,238.0650,240.8050,232.9300,236.2200,4908923
2025-04-17,239.6800,241.7750,237.4000,238.8100,4635204
2025-04-16,240.2800,243.2999,235.8900,238.5700,4870299
2025-04-15,239.5500,241.5300,238.2700,240.7000,3363708
2025-04-14,239.7700,241.7700,236.7300,239.0600,3321717
